id,portfolio_id,date,symbol,type,asset,stock_type,amount,price,fee,note,status,created_at
"ab38f111-88a2-421a-b223-e839bfea28f1","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-07-24T17:10:00+00:00","COST","BUY","Stock","Compounders","0.143","937.114","0",,"CONFIRMED","2025-09-25T17:05:18.983584+00:00"
"44082d09-2ea6-4f52-aff9-db8b1515db15","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-08-01T09:00:00+00:00","CASH","DEPOSIT","Cash","Cash","60.16","1","0",,"CONFIRMED","2025-09-25T17:00:21.126419+00:00"
"34506294-e11a-4e7a-9d15-403c06bd0c74","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-08-28T09:00:00+00:00","CASH","DEPOSIT","Cash","Cash","246.53","1","0",,"CONFIRMED","2025-09-25T17:00:21.126419+00:00"
"5987eb1e-da78-4eef-b157-a9930063da0f","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-08-28T17:08:00+00:00","RKLB","BUY","Stock","Bets","4.217","47.347","0",,"CONFIRMED","2025-09-25T17:03:29.922896+00:00"
"b6cbbf0d-4098-410a-9a91-6085cb61379a","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-08-28T17:09:00+00:00","COST","BUY","Stock","Compounders","0.212","941.574","0",,"CONFIRMED","2025-09-25T17:04:44.627391+00:00"
"95b77a0a-70c2-417d-907e-bff60a97e96a","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-08-28T17:11:00+00:00","CRWD","BUY","Stock","Growth","0.466","428.56","0",,"CONFIRMED","2025-09-25T17:06:25.624485+00:00"
"4881d1f9-694d-447f-82c6-a43b3622b513","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-08-28T17:15:00+00:00","HIMS","BUY","Stock","Small Cap","4.631","43.12","0",,"CONFIRMED","2025-09-25T17:10:36.153579+00:00"
"e90e56b9-0055-4d9f-bb10-61f85cce266c","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-08-28T17:16:00+00:00","CRWV","BUY","Stock","Bets","2","98.279","0",,"CONFIRMED","2025-09-25T17:11:26.785732+00:00"
"a2f41d41-ba06-4d26-9daf-950bca9f8d15","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-08-29T09:00:00+00:00","CASH","DEPOSIT","Cash","Cash","1.25","1","0",,"CONFIRMED","2025-09-25T17:00:21.126419+00:00"
"68657543-41d8-4fd7-98c6-9515133265ea","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-09-01T09:00:00+00:00","CASH","DEPOSIT","Cash","Cash","59.7","1","0",,"CONFIRMED","2025-09-25T17:00:21.126419+00:00"
"4bfa63ab-1847-4ab7-a996-0d5dfa87f7a0","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-09-05T09:00:00+00:00","CASH","DEPOSIT","Cash","Cash","216.59","1","0",,"CONFIRMED","2025-09-25T17:00:21.126419+00:00"
"13f8e5e8-023e-401b-86a8-cc940df8a0f2","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-09-08T09:00:00+00:00","CASH","DEPOSIT","Cash","Cash","357.14","1","0",,"CONFIRMED","2025-09-25T17:00:21.126419+00:00"
"abd4f1fe-90dd-4b72-a16c-661fe81d943f","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-09-14T17:15:00+00:00","ASTS","BUY","Stock","Bets","7.454","40.245","0",,"CONFIRMED","2025-09-25T17:09:55.160641+00:00"
"a805c96e-c2d0-4792-898a-012f7a6137aa","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-09-23T17:14:00+00:00","RBRK","BUY","Stock","Growth","4.42221817","79.146","0",,"CONFIRMED","2025-09-25T17:09:15.589761+00:00"
"4c4e96f6-31ed-4047-b84e-501586c4c302","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-09-25T17:12:00+00:00","AMZN","BUY","Stock","Mid-Tier","1.1327286","220.706","0",,"CONFIRMED","2025-09-25T17:08:12.328844+00:00"
"8451e7a4-eb61-4ae1-b85c-b0a198b68046","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-10-07T18:22:00+00:00","RBRK","BUY","Stock","Growth","2.5259038","79.1793","0",,"CONFIRMED","2025-10-08T11:23:44.45993+00:00"
"f43da974-1fdd-42cb-9579-7e493d696b79","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-10-08T11:29:00+00:00","MELI","BUY","Stock","Growth","0.1395839","2149.244","0",,"CONFIRMED","2025-10-08T11:29:47.163473+00:00"
"d6aa90fe-46c4-453a-b30d-f8dc8ed32af8","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-10-14T19:17:00+00:00","NVDA","BUY","Stock","Growth","0.8250915","181.798","0",,"CONFIRMED","2025-10-14T19:18:11.843698+00:00"
"820230b0-a170-4bba-b2d0-108ba36d9ef8","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-10-31T01:30:00+07:00","CASH","DEPOSIT","Cash","Cash","462.25","1","0","Deposit from Dime! Save (15,000 THB)","CONFIRMED","2026-09-02 18:42:28"
"36c7485c236af0afc618873942c63660","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-10-31T01:35:02+07:00","META","BUY","Stock","Growth","0.4488854","668.322","0","Buy META (300 USD)","CONFIRMED","2026-09-02 17:36:38"
"bcdff4e1bd027944ddeccb5a4af84022","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-10-31T01:40:09+07:00","RBRK","BUY","Stock","Growth","2.0892872","71.6799","0","Buy RBRK (150 USD)","CONFIRMED","2026-09-02 17:36:38"
"71b4265b2ea3149cd3524e38ae70904f","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-11-15T03:28:01+07:00","COST","DIVIDEND","Stock","Compounders","0.46","1","0.06","Dividend COST 1.3/share (record: 31 Oct 2025, WHT $0.06)","CONFIRMED","2026-09-02 17:36:38"
"09ae734797fa697fdf04bb050a44f6f6","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-12-24T00:48:28+07:00","META","DIVIDEND","Stock","Growth","0.24","1","0.03","Dividend META 0.525/share (record: 15 Dec 2025, WHT $0.03)","CONFIRMED","2026-09-02 17:36:38"
"147d239c3a889283d47de0c4371c67bf","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-12-27T00:12:43+07:00","NVDA","DIVIDEND","Stock","Growth","0.03","1","0","Dividend NVDA 0.01/share (record: 4 Dec 2025)","CONFIRMED","2026-09-02 17:36:38"
"e4079c50-68de-4b22-bb92-e707686600b5","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2025-12-31T23:59:00+07:00","CASH","INTEREST","Cash","Cash","24.23","1","0","Dime! FCD Interest 2025","CONFIRMED","2026-09-02 18:42:28"
"caed3df2415b7d11aa753af69ac67edd","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-02-14T00:29:45+07:00","COST","DIVIDEND","Stock","Compounders","0.46","1","0.06","Dividend COST 1.3/share (record: 30 Jan 2026, WHT $0.06)","CONFIRMED","2026-09-02 17:36:38"
"b9b476a230d924fc61cbbdd1614f542c","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-03-27T01:05:05+07:00","META","DIVIDEND","Stock","Growth","0.24","1","0.03","Dividend META 0.525/share (record: 16 Mar 2026, WHT $0.03)","CONFIRMED","2026-09-02 17:36:38"
"8ff25798ebdfa5135f7892ccca04fecc","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-04-02T00:51:02+07:00","NVDA","DIVIDEND","Stock","Growth","0.03","1","0","Dividend NVDA 0.01/share (record: 11 Mar 2026)","CONFIRMED","2026-09-02 17:36:38"
"13ee195917e1e62fde616ca034d64df7","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-04-10T00:49:47+07:00","ASTS","SELL","Stock","Bets","7.4543421","93.5008","0.03","Sell ASTS (SEC Fee $0.02, TAF Fee $0.01)","CONFIRMED","2026-09-02 17:36:38"
"b8f1b9de-f7ff-42db-8943-bba9438d352c","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-04-13T10:00:00+07:00","CASH","WITHDRAW","Cash","Cash","983.33","1","0","Transfer Other Bank (31,700 THB)","CONFIRMED","2026-09-02 18:42:28"
"6c21d1d50ebf6c1c8adbecb54c38367e","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-04-21T01:10:26+07:00","RKLB","SELL","Stock","Bets","4.2174001","88.0351","0.01","Sell RKLB (batch fee $0.01)","CONFIRMED","2026-09-02 17:36:38"
"efc3bae5829e93e2c7437e83b6f211b7","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-04-21T01:10:54+07:00","CRWV","SELL","Stock","Bets","2","117.0579","0.01","Sell CRWV (batch fee $0.01)","CONFIRMED","2026-09-02 17:36:38"
"b8d4ada22cdcf9531397916b648688b9","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-04-21T01:11:28+07:00","ISRG","SELL","Stock","Compounders","0.02","467.04","0","Sell ISRG fractional share","CONFIRMED","2026-09-02 17:36:38"
"1c07c6136a1978e4fb21d48c1934c0a4","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-04-21T01:20:05+07:00","COST","SELL","Stock","Compounders","0.3553187","1001.68","0.01","Sell COST (batch fee $0.01)","CONFIRMED","2026-09-02 17:36:38"
"8eff7155931ad28614a7e3e23d49c664","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-04-21T01:20:28+07:00","AMZN","SELL","Stock","Mid-Tier","1.215134","247.9711","0.01","Sell AMZN (batch fee $0.01)","CONFIRMED","2026-09-02 17:36:38"
"c53400f3-8d44-4e77-ad9d-70d464735933","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-04-23T10:00:00+07:00","CASH","WITHDRAW","Cash","Cash","1271.78","1","0","Transfer Other Bank (41,000 THB)","CONFIRMED","2026-09-02 18:42:28"
"69ec5a379fc63b009dfac2a6bf8b94ff","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-06-26T02:24:49+07:00","META","DIVIDEND","Stock","Growth","0.24","1","0.03","Dividend META 0.525/share (record: 15 Jun 2026, WHT $0.03)","CONFIRMED","2026-09-02 17:36:38"
"12f58e8f8ba4990aa86aaa3fb3d2fade","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-06-27T04:41:41+07:00","NVDA","DIVIDEND","Stock","Growth","0.78","1","0.11","Dividend NVDA 0.25/share (record: 4 Jun 2026, WHT $0.11)","CONFIRMED","2026-09-02 17:36:38"
"ee33d126-46de-4120-b992-d16a0c6febdc","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-06-30T23:59:00+07:00","CASH","INTEREST","Cash","Cash","3.34","1","0","Dime! FCD Interest Mid-2026","CONFIRMED","2026-09-02 18:42:28"
"9ec453094008019815718d699094c3d7","fcfdd1e0-bf53-4910-89e7-8ca2474d4c27","2026-07-02T15:05:18+07:00","CRWD","BUY","Stock","Growth","1.3977972","0","0","Stock Split 4:1 (+1.3977972 shares, CA Split)","CONFIRMED","2026-09-02 17:36:38"
